,clue,exp,is_anagram,is_homophone,is_double,is_cryptic,is_contain,is_reverse,is_alternate,is_init,is_delete,is_charade,is_&lit,is_hidden,is_spoonerism,is_palindrome
20805,Heartbreaking state? Open tissues handed round , PITEOUSNESS – an anagram (handed round) of OPEN TISSUES ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
51661,Brandy's set out for spectators , (BRANDY’S SET)* [* = out] ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
56145,Playing together with no hesitation in Jewish quarter ,Anagram of TOGETHER less ER (hestitation). The word ghetto comes from the name of an area of Venice that jews were restricted to until it was dissolved by Napoleon ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
106521,Mazdaist works  printed and published secretly  ," SAMIZDAT - (MAZDAIST*) [""works""] 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
91822,Change of diet ," Anagram (‘of’) DIET. Thematic again: in computing, to ‘edit’ a program is to change it. A newspaper editor is most pleased when he has to do no such thing. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
20675,Plane crash in mountainous country , NEPAL : Anagram of(… crash) PLANE. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
109091,World organisation angry with Brussels power: that's natural ," UN,MAD,E U,P 24 Chapter in some Fu Manchu novel’s pretty similar (4,2,1,8) MUCH OF A MUCHNESS  - (SOME FU MNACHU NOVEL'S)* with CH in 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
42836,The measure of the man once 22's excited? , (once Trump’s)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
69606,Mihrab mostly reconstructed in Muslim holy place ," anagram (reconstructed) of MIHRAb (mostly) 3 STOOL PIGEONS Informers? See nameless one sing to slop deviously (12, 2 words) anagram (deviously) of OnE (nameless) with SING TO SLOP ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
88994,Possibly delivered by a GP doing as is ordered , An anagram (‘ordered’) of ‘doing as is’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
51452," Remarkably gifted bowler, one on hand to relieve pressure, possibly? ", FIDGET SPINNER An anagram of GIFTED(anagrind is ‘remarkably’)SPINNER (bowler) 24  Only 50% required in examination that’s overly detailed (4) ANAL ANALysis (examination ) – 50% only ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6384,"Was indecisive, because the date is wrong ", =”Was indecisive”. (the date is)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23278,A petition's organised for house plant , POINSETTIA – anagram of A PETITIONS ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5938,Queens differ at organising venue for 21s ,   (QUEENS DIFFER AT)*    ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
56160,Tempt one lad to stray ,(ONE LAD)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
85838,Comprehensive blog involved gangster , (blog)* Al — Al Capone ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
16054,moron melted 1D ,  Anagram of (melted) A MORON ROMANO* ROMANO (sharp tasting hard CHEESE [1 down])  ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
106642,  Unexpected  tourist angle about new  airport facility  ,"   TRANSIT LOUNGE  - (TOURIST ANGLE)* about N (new)   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
7167,New advert for what a bank can offer , Anagram of ADVERT FOR ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
64450,Unexpectedly strained exchanges , Anagram (unexpectedly) of STRAINED ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
89838,Caught dace on Trent when spinning intensified , C (caught) and (DACE ON TRENT)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
24063,Cicada time and time again found in ramshackle exit , TETTIX – T T (time and time again) in (found in) an anagram (ramshackle) of EXIT ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
69603,Dose of corporal punishment in Fettes or Oundle administered by clique ," anagram (administered) of OUNDLE then RING – Fettes is a public school, a system once know for its ritual beatings UPDATE: Fettes is a Scottish school so any beatings there, for whatever reason, might be be described using a Scots word. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
92653,Considerstandardclass value ," Quadruple definition 15  See 2 17 NOMOGENY Money gone (almost), determining how life started, some say (8) *(money gon) ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
2261,Trojan wife for whom Charon made trip ," ANDROMACHE An anagram (‘trip’) of ‘Charon made’, for Hector’s wife. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
11535,"Model inserted, head down ", DISHEARTENED – anagram of INSERTED HEAD ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
110612,  Was messing with the  bandage  ,"   SWATHE  - WAS (""was"") anagrammed with (""messing with"") THE (""the"")   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
106998,  Was messing with the  bandage  ,"   SWATHE  - WAS (""was"") anagrammed with (""messing with"") THE (""the"")   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
87335,"Tender working with surgeries? (10,5)", (Tender surgeries)* Down ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2907,"Unhappily, ten pester my parent, whose now childless ", EMPTY NESTER An anagram (‘unhappily’) of ‘ten pester my’. Whose? ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
124920, Bouncy  castleplayed with  ," ELASTIC : (CASTLE I*). It's a challenge to work out which end of the clue is the anagram indicator!   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
40888,"Ultra harsh, after trashing final performance ", anagram (after trashing) of ULTRA HARSH ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
34614,One in struggling in need , I (one) in anagram (struggling) of BONES (24 across) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
100694,  Forward planning  to hug hot ref abroad ,"   FORETHOUGHT  - *(TO HUG HOT REF) with ""abroad"" as the anagrind   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
120548,  Foreign money  scattered on ark ,"   KRONA  -anagram('scattered') of ON ARK   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
70203,Spinal Tap turning up current album … ,  *(up current album) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
73824,Unpretentious representative inhabiting isle abroad , SIMPLE MP in (ISLE*) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
11578,"In the end, surgeon has treated serious down ", surgeoN (in the end) hasSERIOUS* anagram=treated ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
110661,  Company access  good rates at sea ,"   STAGE DOOR  - *(GOOD RATES) with ""at sea"" as the anagrind - the company in question being, of course, the members of the cast   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
112053,Mazdaist works  printed and published secretly  ," SAMIZDAT - (MAZDAIST*) [""works""] 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
94716,Tiny girl's suffering with a respiratory condition , Anagram of TINY GIRLS A ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
94327,Do Bart and Homer play a bit on computer? , *(DO BART HOMER). ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
19552,Struggle with violent crime mags , SCRIMMAGE : Anagram of(violent) CRIME MAGS. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
46503,No to musicians becoming self- righteous ,  anagram of NO TO MUSICIANS ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
26301,Catch kite and fear breakage , *(kite fear) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
92905,Decline to take the favourite route that's meandering , PETER OUT PET (favourite) and ROUTE* anagram=meandering ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
113769,An anti-Nazi gathering expels one  foreign national  ," TANZANIAN - (AN ANTI NAZ{i}*) [""gathering"", with one I for one ""expelled""] 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
34037,"Favourable weather forecast, but fear it's incorrect ", (FEAR IT’S)* [* = incorrect] ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
36565,Lying bum flogged modern houses ,  *(bum) housed by RECENT (“modern”) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
33996,Inane men act badly? Get support! , (Inane men act)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
78912,Chambers ran to some races , (ran to some)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15217,Peer with tear-jerking chaff , (PEER TEAR)* AInd: jerking 53/,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38663,Organ played in clear way around town ," An envelope (‘in’) of NGROA, an anagram (‘played’) of ‘organ’ in RID (‘clear’, verb). ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
120893,"  Dismal fen spattered  fine leg, perhaps  ","   FIELDSMAN  - DISMAL FEN (""dismal fen"") anagrammed (""spattered"") I'm more a snooker man than a cricket man, myself, but  this chart  of cricket positions isstupendous!   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
113912," Stage  right, Oscar to play guitar "," ROSTRUM - R O STRUM 2  Please understand  term gent now misused when feeding dog (4,3,2,5) DONT GET ME WRONG - anagram* of TERM GENT NOW in DOG 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
